FetchDate,Company,Status,Category,Accession,Filed,Document,Description,Class/Type,Security Level,Period,Operating Revenue,Operating Expenses,Depreciation,Amortization,Grand Total,Download File Location
07/27/2022,Zydeco Pipeline,complete,Submittal,20220505-8003,05/05/2022,05/05/2022,Zydeco Pipeline Company LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"154,992,399","80,955,275","15,408,111",,"271,501,935",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/zydeco_pipeline_form6
07/27/2022,BOE Pipeline,complete,Submittal,20220329-8002,03/29/2022,03/29/2022,"BOE Pipeline, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"196,493","2,810,417","661,477",,"103,442",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/boe_pipeline_form6
07/27/2022,Williams Ohio Valley Pipeline,complete,Submittal,20220415-8039,04/15/2022,04/15/2022,WILLIAMS OHIO VALLEY PIPELINE LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"29,922,630","10,565,653","3,926,622",,"15,923,742",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/williams_ohio_valley_pipeline_form6
07/27/2022,Victoria Express Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Tallgrass Pony Express Pipeline,complete,Submittal,20220415-8052,04/15/2022,04/15/2022,"Tallgrass Pony Express Pipeline, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"366,241,509","210,778,456","62,901,209","(a)599,258","136,853,329",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/tallgrass_pony_express_pipeline_form6
07/27/2022,Enbridge Pipelines (FSP),complete,Submittal,20220414-8050,04/14/2022,04/14/2022,Enbridge Pipelines (FSP) L.L.C. submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"749,490,658","574,407,461","71,505,632",,"38,891,728",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/enbridge_pipelines__fsp__form6
07/27/2022,Medallion Pipeline,complete,Submittal,20220418-8130,04/18/2022,04/18/2022,"Medallion Pipeline Company, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"223,634,529","88,457,237","41,783,116","6,571,429",,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/medallion_pipeline_form6
07/27/2022,Williams Bayou Ethane Pipeline,complete,Submittal,20220415-8031,04/15/2022,04/15/2022,Williams Bayou Ethane Pipeline LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"20,107,813","29,116,612",,,"4,268,004",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/williams_bayou_ethane_pipeline_form6
07/27/2022,Enbridge Transportation (IL-OK),complete,Submittal,20220414-8037,04/14/2022,04/14/2022,Enbridge Transportation (IL-OK) L.L.C. submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"4,450,564","6,813,734",,,"1,124,559",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/enbridge_transportation__il_ok__form6
07/27/2022,Legacy Reserves Operating,complete,Submittal,20220322-8001,03/22/2022,03/22/2022,Legacy Reserves Operating LP submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"127,000",,,,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/legacy_reserves_operating_form6
07/27/2022,Black Bear Liquids,complete,Submittal,20220415-8001,04/15/2022,04/15/2022,"Black Bear Liquids, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"6,507,585","1,901,347","632,259",,"121,444",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/black_bear_liquids_form6
07/27/2022,Western Refining Shouthwest,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Phillips 66 Sweeny-Freeport,complete,Submittal,20220418-8071,04/18/2022,04/18/2022,Phillips 66 Sweeny-Freeport LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"83,263,279","38,794,090","25,300,986",,"284,239,512",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/phillips_66_sweeny_freeport_form6
07/27/2022,Thunder Creek NGL Pipeline,complete,Submittal,20220411-8007,04/11/2022,04/11/2022,"Thunder Creek NGL Pipeline, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"14,876,936","6,457,656","1,393,769",0,"5,807,450",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/thunder_creek_ngl_pipeline_form6
07/27/2022,Dakota Energy Connection,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,JBBR Pipeline,complete,Submittal,20220408-8003,04/08/2022,04/08/2022,JBBR Pipeline LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,,"565,954","558,144",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/jbbr_pipeline_form6
07/27/2022,Red River Crude Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Permian Express Terminal,complete,Submittal,20220420-8001,04/20/2022,04/20/2022,Permian Express Terminal LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"39,877,467","7,109,148","2,457,410",,"119,282,216",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/permian_express_terminal_form6
07/27/2022,CCR Pipeline,complete,Submittal,20220404-8013,04/04/2022,04/04/2022,"CCR Pipeline, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"391,545","2,150,993","1,351,645",,"3,716,085",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/ccr_pipeline_form6
07/27/2022,American Midstream Bakken,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,NuStar Permian Transportation and Storage,complete,Submittal,20220404-8009,04/04/2022,04/04/2022,"NuStar Permian Transportation and Storage, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"231,838,414","127,065,647","44,383,174","35,000,000","171,645,842",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/nustar_permian_transportation_and_storage_form6
07/27/2022,Illinois Extension Pipeline,complete,Submittal,20220414-8031,04/14/2022,04/14/2022,Illinois Extension Pipeline Company L.L.C. submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"134,645,768","43,863,273","28,559,331",,"62,909,624",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/illinois_extension_pipeline_form6
07/27/2022,Tapstone Midstream,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,ETC NGL Transport ,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Powder River Crude Services,complete,Submittal,20220415-8053,04/15/2022,04/15/2022,"Powder River Crude Services, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"18,900,724","14,320,397","6,555,860",,"33,353,622",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/powder_river_crude_services_form6
07/27/2022,Panola Pipeline,complete,Submittal,20220414-8017,04/14/2022,04/14/2022,"Panola Pipeline Company, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"24,053,774","8,548,471","4,872,992",,"16,669,609",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/panola_pipeline_form6
07/27/2022,Valero Skellytown Pipeline,complete,Submittal,20220414-8040,04/14/2022,04/14/2022,"Valero Skellytown Pipeline, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"8,896,878","3,421,158","156,133",,"17,566,999",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/valero_skellytown_pipeline_form6
07/27/2022,Alpha Crude Connector,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Arrowhead Gulf Coast Pipeline,complete,Submittal,20220418-8035,04/18/2022,04/18/2022,"Arrowhead Gulf Coast Pipeline, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"50,386,362","25,547,734","8,444,021",0,"1,877,989",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/arrowhead_gulf_coast_pipeline_form6
07/27/2022,Oryx Southern Delaware Oil Gathering and Transport,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Cheyenne Pipeline,complete,Submittal,20220503-8003,05/03/2022,05/03/2022,Cheyenne Pipeline LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"15,137,349","3,491,041","949,360",,"18,029,613",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/cheyenne_pipeline_form6
07/27/2022,Bayou Bridge Pipeline,complete,Submittal,20220414-8012,04/14/2022,04/14/2022,Bayou Bridge Pipeline LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"138,623,282","37,937,436","18,758,119",0,"108,201,733",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/bayou_bridge_pipeline_form6
07/27/2022,PTE Pipeline,complete,Submittal,20220414-8026,04/14/2022,04/14/2022,PTE Pipeline LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"28,876,236","11,759,608","5,496,655",,"3,237,528",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/pte_pipeline_form6
07/27/2022,Epping Transmission,complete,Submittal,20220414-8085,04/14/2022,04/14/2022,"Epping Transmission Company, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"180,127","683,366","385,808",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/epping_transmission_form6
07/27/2022,Powder River Express,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Pelican Gathering Systems,complete,Submittal,20220412-8001,04/12/2022,04/12/2022,"Pelican Gathering Systems, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"60,458,087","14,162,802","4,530,930",,"22,329,694",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/pelican_gathering_systems_form6
07/27/2022,STACK Pipeline,complete,Submittal,20220502-8011,05/02/2022,05/02/2022,STACK Pipeline LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,0,,,,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/stack_pipeline_form6
07/27/2022,American Panther,complete,Submittal,20220418-8005,04/18/2022,04/18/2022,"American Panther, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"3,093,445","1,999,417","1,174,882",,"1,468,761",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/american_panther_form6
07/27/2022,Caddo Pipeline,complete,Submittal,20220502-8012,05/02/2022,05/02/2022,Caddo Pipeline LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"18,199,244","6,238,224","1,941,493",,"18,697,610",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/caddo_pipeline_form6
07/27/2022,Enlink Crude Pipeline,complete,Submittal,20220418-8084,04/18/2022,04/18/2022,"EnLink Crude Pipeline, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"21,498,100","9,470,750","3,922,726","790,500","26,162,211",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/enlink_crude_pipeline_form6
07/27/2022,ETP Crude,complete,Submittal,20220414-8018,04/14/2022,04/14/2022,ETP Crude LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"128,993,692","41,214,770","10,245,329",0,"103,972,662",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/etp_crude_form6
07/27/2022,Saddlehorn Pipeline,complete,Submittal,20220418-8066,04/18/2022,04/18/2022,"Saddlehorn Pipeline Company, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"211,048,292","59,472,535","14,381,365","1,566,667","81,342,215",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/saddlehorn_pipeline_form6
07/27/2022,Sacagewea Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Monarch Oil Pipeline,complete,Submittal,20220519-8031,05/19/2022,05/19/2022,"Monarch Oil Pipeline, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"705,534","2,237,394","880,532",,"613,960",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/monarch_oil_pipeline_form6
07/27/2022,MPLX Ozark Pipe Line,complete,Submittal,20220412-8017,04/12/2022,04/12/2022,MPLX Ozark Pipe Line LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"141,789,611","54,706,093","11,401,946",,"104,770,575",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/mplx_ozark_pipe_line_form6
07/27/2022,Bighorn DevCo,complete,Submittal,20220418-8126,04/18/2022,04/18/2022,Bighorn DevCo LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"3,931,091","2,408,486","963,887",0,"9,904,257",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/bighorn_devco_form6
07/27/2022,Grand Mesa Pipeline,complete,Submittal,20220414-8002,04/14/2022,04/14/2022,"Grand Mesa Pipeline, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"160,963,314","42,987,265","6,847,369","1,726,368","27,718,089",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/grand_mesa_pipeline_form6
07/27/2022,Platte River Midstream,complete,Submittal,20220413-8035,04/13/2022,04/13/2022,Platte River Midstream LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"2,171,622","3,538,096","1,513,125","923,143","1,897,780",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/platte_river_midstream_form6
07/27/2022,Caliber Bear Den Interconnect,complete,Submittal,20220419-8009,04/19/2022,04/19/2022,Caliber Bear Den Interconnect LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"1,807,854","1,402,337","272,777","20,209","8,324,873",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/caliber_bear_den_interconnect_form6
07/27/2022,Permian Express Partners,complete,Submittal,20220420-8002,04/20/2022,04/20/2022,Permian Express Partners LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"441,719,564","173,024,134","36,543,655","3,236,772","279,873,536",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/permian_express_partners_form6
07/27/2022,Sinclair Logistics,complete,Submittal,20220428-8014,04/28/2022,04/28/2022,"Sinclair Logistics, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"439,037","2,217,943.00","121,604","1,153",,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/sinclair_logistics_form6
07/27/2022,Savage Bakken Connector,complete,Submittal,20220415-8067,04/15/2022,04/15/2022,"Savage Bakken Connector, Inc. submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"2,153,583","2,081,632","989,332",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/savage_bakken_connector_form6
07/27/2022,Leveret Pipeline,complete,Submittal,20220414-8020,04/14/2022,04/14/2022,Leveret Pipeline Company LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"20,981,395","7,206,701","3,099,965",,"38,998,408",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/leveret_pipeline_form6
07/27/2022,NST Express,complete,Submittal,20220415-8076,04/15/2022,04/15/2022,"NST Express, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"10,117,800","4,939,917","3,070,034",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/nst_express_form6
07/27/2022,Energy Transfer Crude Oil,complete,Submittal,20220414-8010,04/14/2022,04/14/2022,"Energy Transfer Crude Oil Company, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"219,878,015","50,190,787","19,236,831",0,"92,223,417",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/energy_transfer_crude_oil_form6
07/27/2022,Dakota Access,complete,Submittal,20220414-8027,04/14/2022,04/14/2022,"Dakota Access, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"916,006,643","197,599,120","111,652,061",0,"188,747,666",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/dakota_access_form6
07/27/2022,Stakeholder Midstream Crude Oil Pipeline,complete,Submittal,20220405-8004,04/05/2022,04/05/2022,"Stakeholder Midstream Crude Oil Pipeline, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"15,333,153","5,432,411","2,283,010",,"9,404,300",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/stakeholder_midstream_crude_oil_pipeline_form6
07/27/2022,SCT Pipeline,complete,Submittal,20220404-8012,04/04/2022,04/04/2022,SCT Pipeline LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"6,778,190","2,169,445","427,280",,"13,269,754",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/sct_pipeline_form6
07/27/2022,BP Midstream Partners,complete,Submittal,20220416-8000,04/16/2022,04/16/2022,BP Midstream Partners LP submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"119,861,771","47,021,319","2,228,204",22,"146,517,033",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/bp_midstream_partners_form6
07/27/2022,Midway Pipeline,complete,Submittal,20220504-8004,05/04/2022,05/04/2022,Midway Pipeline LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"20,423,403","5,084,420","758,520",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/midway_pipeline_form6
07/27/2022,Diamond Pipeline,complete,Submittal,20220504-8002,05/04/2022,05/04/2022,Diamond Pipeline LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"112,165,083","35,067,596","16,255,340",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/diamond_pipeline_form6
07/27/2022,Andeavor Logistics Rio Pipeline,complete,Submittal,20220413-8007,04/13/2022,04/13/2022,Andeavor Logistics Rio Pipeline LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"25,083,015","10,288,383","4,234,367",,"17,339,770",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/andeavor_logistics_rio_pipeline_form6
07/27/2022,Rocky Mountain Pipeline Montana,complete,Submittal,20220504-8001,05/04/2022,05/04/2022,Rocky Mountain Pipeline Montana LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"21,245,515","6,152,696","425,260",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/rocky_mountain_pipeline_montana_form6
07/27/2022,Plains Pipeline Montana,complete,Submittal,20220504-8000,05/04/2022,05/04/2022,Plains Pipeline Montana LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"13,023,573","7,499,815","2,911,449",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/plains_pipeline_montana_form6
07/27/2022,Hammond Mainline Pipeline,complete,Submittal,20220414-8043,04/14/2022,04/14/2022,Hammond Mainline Pipeline LLC submits FERC Form 6 report for 2021/Q4,Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"843,944","1,204,181","548,681",,"1,864,352",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/hammond_mainline_pipeline_form6
07/27/2022,ITC Pipeline,complete,Submittal,20220408-8004,04/08/2022,04/08/2022,"ITC Pipeline Company, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"1,614,653","2,282,819","1,359,255",,"14,373,924",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/itc_pipeline_form6
07/27/2022,GEL Texas Pipeline,complete,Submittal,20220414-8035,04/14/2022,04/14/2022,"GEL Texas Pipeline, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"11,908,767","9,535,465","5,992,476","7,687","22,061,912",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/gel_texas_pipeline_form6
07/27/2022,Western Refining Conan Gathering,complete,Submittal,20220413-8008,04/13/2022,04/13/2022,"Western Refining Conan Gathering, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,"67,198,810","36,140,174","8,764,896",,"100,657,270",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/western_refining_conan_gathering_form6
07/27/2022,Glass Mountain Pipeline,complete,Submittal,20220417-8000,04/17/2022,04/17/2022,"Glass Mountain Pipeline, LLC submits FERC Form 6 report for 2021/Q4",Report/Form | Form 6 - Annual Report of Oil Pipeline Companies,Public,Year/Period of Report  End of: 2021/Q4,,,,,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/glass_mountain_pipeline_form6
